Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
0,2728,3,2141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,3695,5,1894,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,83,4,930,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,3,6,2645,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,64,7,1364,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,7678,7,3708,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2,19,5,2336,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3252,1,1422,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,60,6,1797,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,71,2,2118,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3038,2,2764,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,26,7,3678,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,7367,6,5696,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,52,1,495,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,17,1,2539,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,6738,4,6355,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2,42,5,1608,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,86,3,1527,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,23,4,2398,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,44,4,2110,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,68,2,1221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,62,7,1548,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,14,2,2390,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,18,4,1010,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,93,5,1558,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,5067,1,2983,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,1034,5,2007,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,35,7,1212,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,6972,1,2632,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3,84,5,2927,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,9351,3,3844,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,271,7,1744,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,6,5,3079,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,62,2,1983,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,24,3,1087,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,9811,3,3898,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,76,7,2225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1154,6,880,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,1645,4,2199,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,73,6,1501,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,21,5,2104,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,179,5,2441,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,5618,6,1758,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,5872,3,3627,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,964,5,3640,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,1921,2,1892,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1642,3,1443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,67,5,1951,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1828,7,2031,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,17,3,1950,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,64,2,824,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,45,2,1947,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,26,4,2401,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,4730,4,2210,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,516,6,806,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,9149,5,2260,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,71,3,2265,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,38,3,2786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3962,6,2799,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,2622,4,1782,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
3,656,1,2696,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,67,1,1702,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,383,4,1160,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1133,1,1201,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,69,1,1490,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,48,3,2359,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,32,1,1337,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,45,2,1116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,88,3,867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,94,7,1970,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1102,5,1092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,412,6,1151,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1229,7,1461,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,6933,7,2790,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,17,1,2314,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,335,6,2892,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,995,5,2220,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,626,2,2380,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,50,1,1815,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,11,1,1504,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,53,6,1419,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1527,2,1577,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,60,2,1040,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,46,6,569,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,185,7,1458,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,24,1,2955,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,2314,5,3816,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3,1582,3,2393,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,9857,6,6233,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,2799,5,3363,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,1006,2,1784,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,56,2,2421,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,90,5,1741,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,9947,3,5557,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,1510,3,2354,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,8270,4,3751,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3,97,2,2492,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,498,1,2500,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,85,2,2280,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,466,2,1091,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1557,1,1488,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,43,1,2603,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,5589,2,2056,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,98,4,2157,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,82,5,1297,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,5562,7,3969,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,891,7,1495,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,40,7,3543,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,1941,5,2798,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,10,3,1460,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3632,7,2014,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1488,1,596,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,21,4,1486,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,2991,1,1740,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,304,2,1078,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,68,3,1252,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,99,1,972,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,8099,1,2924,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,2683,3,1656,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,6802,4,4154,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1012,4,1542,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,64,5,1252,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,54,6,2044,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2336,1,2400,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,294,7,1299,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,1571,7,904,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1076,5,2175,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,768,4,2961,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,1773,7,2876,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,52,1,3343,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1346,1,1192,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,24,4,1246,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,39,3,2262,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,909,5,1340,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1136,6,1143,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,1016,7,2355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,2264,6,3303,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,4327,2,1193,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3,1,7,3149,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,6,1,1367,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,80,4,1105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,38,5,1734,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,2976,1,2746,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2,992,1,1506,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1807,4,1985,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,8358,6,3301,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,2705,2,2080,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,9156,1,4232,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,33,2,1639,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,6465,7,919,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,5,3,554,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,69,5,2692,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,9198,4,3238,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,77,7,3847,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,7723,4,5279,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
2,3227,7,3122,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3,8526,6,5516,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2,7363,6,4480,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,1298,5,3765,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,17,3,1454,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,68,1,705,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,5794,2,2969,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2,24,7,1631,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,692,7,1263,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1126,3,2803,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,11,7,1382,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1593,7,1522,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,14,2,1786,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1523,6,1644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,341,3,936,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,11,6,1270,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2,1616,2,2143,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,570,5,1265,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1,19,5,1401,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,50,5,2025,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,93,5,2307,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,60,5,1820,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3160,2,1688,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3,78,5,2708,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,7321,6,2817,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,201,6,1765,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,4273,4,2386,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,40,5,1376,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,28,2,849,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,5844,6,3866,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,13,3,1241,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,9280,2,5238,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3,5917,6,3328,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,3498,1,1697,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,817,4,3379,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,667,5,928,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,727,7,2194,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,77,2,2107,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,4,7,3151,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,183,1,2304,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,4023,5,2904,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1815,1,1043,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,81,5,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1104,2,2061,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,93,2,2592,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,7657,4,3038,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,53,1,1452,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,87,5,1131,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,520,5,1671,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,494,2,843,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,8406,4,4761,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,4130,4,2808,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,4004,4,1674,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2,7726,3,2006,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3,15,2,2209,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,190,3,2157,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,9324,7,4456,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2,1047,3,1486,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1188,3,1801,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,6317,2,4423,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2,87,5,1979,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,383,6,2989,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,9,4,2305,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,159,3,2155,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1272,5,1731,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3,16,5,2747,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1123,2,1395,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2,1000,4,1932,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1444,5,1454,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1973,4,2073,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,687,7,2568,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,71,5,2670,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1702,7,3289,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3,68,4,3331,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,840,5,2218,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,86,6,1545,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,80,4,1241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,38,6,2545,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,6906,4,3046,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,761,6,1476,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,282,5,1104,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,450,3,2712,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,959,3,848,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,528,2,2820,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,62,7,1610,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,9446,3,4042,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3,731,3,2276,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,4244,1,2894,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,19,5,1351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,1140,6,2018,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,2466,7,2631,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,86,1,1238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,2388,3,2362,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2,216,5,2448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,441,7,2262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1398,1,1509,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,564,2,1336,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,82,7,2474,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,89,4,2545,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,3400,6,3731,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,2451,7,2055,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3,9197,5,3270,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,3316,6,2458,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1802,1,863,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,74,5,1087,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,71,6,1710,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,95,5,3043,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,729,6,2032,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1713,1,2668,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,44,3,1616,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,56,4,1042,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1506,4,1946,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,75,3,2422,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,6807,6,4709,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,7460,6,4264,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
